order_id,assignment_id,user_id,assistment_id,problem_id,original,correct,attempt_count,ms_first_response,tutor_mode,answer_type,sequence_id,student_class_id,position,type,base_sequence_id,skill_id,skill_name,teacher_id,school_id,hint_count,hint_total,overlap_time,template_id,answer_id,answer_text,first_action,bottom_hint,opportunity,opportunity_original,generated_problem_english
7,274903,71831,49282,87967,1,1,1,14795,tutor,fill_in_1,6928,12436,12,MasterySection,6928,84.0,Prime Number,43007,2770,0,4,14795,46303,,5x2x2,0,,3,3.0,Find the prime factorization of 20.
8,270581,71831,49396,88081,1,1,1,7453,tutor,fill_in_1,6928,11816,155,MasterySection,6928,84.0,Prime Number,22763,73,0,4,7453,46303,,5x2x2,0,,5,5.0,Find the prime factorization of 20.
9,264268,71831,49371,88056,1,0,1,27330,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,27330,46303,,2x3x7,0,,3,3.0,Find the prime factorization of 42.
10,277537,71831,49335,88020,1,0,2,20920,tutor,fill_in_1,6928,13241,45,MasterySection,6928,84.0,Prime Number,22763,73,0,4,75480,46303,,3x3x2,0,,5,5.0,Find the prime factorization of 18.
11,277537,71831,49380,88065,1,1,1,20890,tutor,fill_in_1,6928,13241,45,MasterySection,6928,84.0,Prime Number,22763,73,0,4,20890,46303,,5x2x3,0,,4,4.0,Find the prime factorization of 30.
12,264268,71831,49298,87983,1,0,1,11463,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,11463,46303,,2x3x3,0,,6,6.0,Find the prime factorization of 18.
13,270581,71831,49380,88065,1,1,1,36407,tutor,fill_in_1,6928,11816,155,MasterySection,6928,84.0,Prime Number,22763,73,0,4,36407,46303,,5 x 2 x 3,0,,1,1.0,Find the prime factorization of 30.
14,264268,71831,49295,87980,1,0,1,55894,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,55894,46303,,2 x 3 x 3,0,,1,1.0,Find the prime factorization of 18.
15,264268,71831,49400,88085,1,1,1,7656,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,7656,46303,,2x15,0,,2,2.0,Find the prime factorization of 30.
16,274496,71831,49369,88054,1,1,1,17723,tutor,fill_in_1,6928,12437,17,MasterySection,6928,84.0,Prime Number,43007,2770,0,4,17723,46303,,3x3x2,0,,1,1.0,Find the prime factorization of 18.
17,274496,71831,49318,88003,1,1,1,9273,tutor,fill_in_1,6928,12437,17,MasterySection,6928,84.0,Prime Number,43007,2770,0,8,9273,46303,,3x2x2,0,,4,4.0,Find the prime factorization of 12.
18,264268,71831,52151,91475,1,1,1,9072,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,9072,46303,,2x3x5,0,,17,17.0,Find the prime factorization of 30.
19,276006,71831,49396,88081,1,1,1,24786,tutor,fill_in_1,6928,13146,23,MasterySection,6928,84.0,Prime Number,59882,5260,0,4,24786,46303,,2x5x2,0,,3,3.0,Find the prime factorization of 20.
1,270581,79738,49319,88004,1,0,1,31769,tutor,fill_in_1,6928,11816,155,MasterySection,6928,84.0,Prime Number,22763,73,0,4,31769,46303,,3x2x3,0,,3,3.0,Find the prime factorization of 18.
2,264268,79738,49374,88059,1,0,1,13320,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,13320,46303,,2x2x2,0,,19,19.0,Find the prime factorization of 8.
3,270581,79738,49372,88057,1,1,1,32125,tutor,fill_in_1,6928,11816,155,MasterySection,6928,84.0,Prime Number,22763,73,0,4,32125,46303,,2x2x5,0,,1,1.0,Find the prime factorization of 20.
4,274903,79738,49316,88001,1,0,1,27639,tutor,fill_in_1,6928,12436,12,MasterySection,6928,84.0,Prime Number,43007,2770,0,4,27639,46303,,5 x 2 x 2,0,,2,2.0,Find the prime factorization of 20.
5,264268,79738,49278,87963,1,0,1,11821,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,11821,46303,,6x2,0,,11,11.0,Find the prime factorization of 12.
6,277537,79738,49359,88044,1,1,1,13924,tutor,fill_in_1,6928,13241,45,MasterySection,6928,84.0,Prime Number,22763,73,0,4,13924,46303,,3x3x2,0,,8,8.0,Find the prime factorization of 18.
7,274903,79738,49317,88002,1,0,1,194470,tutor,fill_in_1,6928,12436,12,MasterySection,6928,84.0,Prime Number,43007,2770,0,4,194470,46303,,7x2x2,0,,1,1.0,Find the prime factorization of 28.
8,264268,79738,49383,88068,1,0,1,20005,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,20005,46303,,2x3x5,0,,8,8.0,Find the prime factorization of 30.
9,264268,79738,49388,88073,1,0,1,12935,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,12935,46303,,2x3x3,0,,7,7.0,Find the prime factorization of 18.
10,274903,79738,49339,88024,1,1,4,21657,tutor,fill_in_1,6928,12436,12,MasterySection,6928,84.0,Prime Number,43007,2770,1,4,180339,46303,,11 x 11 x 5,0,0.0,1,1.0,Find the prime factorization of 605.
11,277537,79738,49399,88084,1,1,2,105352,tutor,fill_in_1,6928,13241,45,MasterySection,6928,84.0,Prime Number,22763,73,0,4,119929,46303,,2*3*3,0,,1,1.0,Find the prime factorization of 18.
12,276996,79738,49361,88046,1,0,1,94153,tutor,fill_in_1,8120,12309,57,MasterySection,6928,84.0,Prime Number,35135,1357,0,4,94153,46303,,7x3x2,0,,5,5.0,Find the prime factorization of 42.
13,279933,79738,49348,88033,1,1,2,77671,tutor,fill_in_1,6928,13369,33,MasterySection,6928,84.0,Prime Number,60541,5450,0,4,113005,46303,,2x2,0,,4,4.0,Find the prime factorization of 4.
14,264268,79738,49303,87988,1,1,1,9314,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,9314,46303,,2 x 3 x 5,0,,9,9.0,Find the prime factorization of 30.
15,274903,79738,49316,88001,1,0,1,13143,tutor,fill_in_1,6928,12436,12,MasterySection,6928,84.0,Prime Number,43007,2770,0,4,13143,46303,,2x2x5,0,,3,3.0,Find the prime factorization of 20.
16,276006,79738,49318,88003,1,0,1,6101,tutor,fill_in_1,6928,13146,23,MasterySection,6928,84.0,Prime Number,59882,5260,0,8,6101,46303,,3x2x2,0,,3,3.0,Find the prime factorization of 12.
17,277537,79738,49335,88020,1,0,1,5453,tutor,fill_in_1,6928,13241,45,MasterySection,6928,84.0,Prime Number,22763,73,0,4,5453,46303,,2x3x2,0,,10,10.0,Find the prime factorization of 12.
18,264268,79738,49370,88055,1,1,1,22038,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,22038,46303,,6x5,0,,24,24.0,Find the prime factorization of 30.
19,274903,79738,49278,87963,1,1,1,10421,tutor,fill_in_1,6928,12436,12,MasterySection,6928,84.0,Prime Number,43007,2770,0,4,10421,46303,,3x2x2,0,,2,2.0,Find the prime factorization of 12.
1,264268,79662,49391,88076,1,0,1,29637,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,29637,46303,,7x3x2,0,,2,2.0,Find the prime factorization of 42.
2,270581,79662,49339,88024,1,0,1,9805,tutor,fill_in_1,6928,11816,155,MasterySection,6928,84.0,Prime Number,22763,73,0,4,9805,46303,,3x3x2,0,,2,2.0,Find the prime factorization of 18.
3,277537,79662,49381,88066,1,0,1,20553,tutor,fill_in_1,6928,13241,45,MasterySection,6928,84.0,Prime Number,22763,73,0,4,20553,46303,,2 x 3 x 7,0,,7,7.0,Find the prime factorization of 42.
4,264268,79662,49268,87953,1,0,1,6753,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,6753,46303,,2 x 2 x 2,0,,5,5.0,Find the prime factorization of 8.
5,277537,79662,49360,88045,1,1,1,9258,tutor,fill_in_1,6928,13241,45,MasterySection,6928,84.0,Prime Number,22763,73,0,4,9258,46303,,5 x 2 x 3,0,,7,7.0,Find the prime factorization of 30.
6,270581,79662,49343,88028,1,0,1,5801,tutor,fill_in_1,6928,11816,155,MasterySection,6928,84.0,Prime Number,22763,73,0,4,5801,46303,,3x5x2,0,,3,3.0,Find the prime factorization of 30.
7,264268,79662,49361,88046,1,1,1,3901,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,3901,46303,,6x7,0,,16,16.0,Find the prime factorization of 42.
8,274903,79662,49338,88023,1,1,2,76313,tutor,fill_in_1,6928,12436,12,MasterySection,6928,84.0,Prime Number,43007,2770,0,4,99610,46303,,3 x 2 x 1 x 1,0,,2,2.0,Find the prime factorization of 6.
9,264268,79662,49386,88071,1,0,1,10695,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,10695,46303,,2x2x5,0,,5,5.0,Find the prime factorization of 20.
10,274903,79662,49299,87984,1,1,1,19547,tutor,fill_in_1,6928,12436,12,MasterySection,6928,84.0,Prime Number,43007,2770,0,4,19547,46303,,3x3x2,0,,4,4.0,Find the prime factorization of 18.
11,276006,79662,49386,88071,1,0,1,10249,tutor,fill_in_1,6928,13146,23,MasterySection,6928,84.0,Prime Number,59882,5260,0,4,10249,46303,,5x2x2,0,,3,3.0,Find the prime factorization of 20.
12,264268,79662,49314,87999,1,1,1,3546,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,3546,46303,,2x2,0,,6,6.0,Find the prime factorization of 4.
13,277537,79662,49281,87966,1,1,1,25725,tutor,fill_in_1,6928,13241,45,MasterySection,6928,84.0,Prime Number,22763,73,0,4,25725,46303,,7x2x3,0,,3,3.0,Find the prime factorization of 42.
14,264268,79662,49300,87985,1,1,1,9633,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,9633,46303,,2 x 3 x 5,0,,4,4.0,Find the prime factorization of 30.
15,274496,79662,49314,87999,1,1,2,113079,tutor,fill_in_1,6928,12437,17,MasterySection,6928,84.0,Prime Number,43007,2770,1,4,158063,46303,,2x2x2x2,0,0.0,1,1.0,Find the prime factorization of 16.
16,277537,79662,49381,88066,1,1,1,31461,tutor,fill_in_1,6928,13241,45,MasterySection,6928,84.0,Prime Number,22763,73,0,4,31461,46303,,7x2x3,0,,7,7.0,Find the prime factorization of 42.
1,277537,53167,49376,88061,1,1,1,4169,tutor,fill_in_1,6928,13241,45,MasterySection,6928,84.0,Prime Number,22763,73,0,4,4169,46303,,2 x 2 x 5,0,,9,9.0,Find the prime factorization of 20.
2,264268,53167,49378,88063,1,1,1,7125,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,7125,46303,,6x2,0,,4,4.0,Find the prime factorization of 12.
3,264268,53167,49367,88052,1,1,1,21530,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,21530,46303,,2 x2 x7,0,,4,4.0,Find the prime factorization of 28.
4,264268,53167,49315,88000,1,1,3,4105,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,20780,46303,,2x6,0,,8,8.0,Find the prime factorization of 12.
5,264268,53167,49402,88087,1,0,1,7306,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,7306,46303,,2x2x5,0,,4,4.0,Find the prime factorization of 20.
6,264268,53167,49371,88056,1,1,1,40442,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,40442,46303,,2 x3 x 7,0,,3,3.0,Find the prime factorization of 42.
7,264268,53167,49337,88022,1,1,1,10340,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,10340,46303,,7x4,0,,8,8.0,Find the prime factorization of 28.
8,270581,53167,52149,91473,1,0,1,23803,tutor,fill_in_1,6928,11816,155,MasterySection,6928,84.0,Prime Number,22763,73,0,4,23803,46303,,3x7x2,0,,4,4.0,Find the prime factorization of 42.
9,277537,53167,49316,88001,1,1,1,33220,tutor,fill_in_1,6928,13241,45,MasterySection,6928,84.0,Prime Number,22763,73,0,4,33220,46303,,2x2x5,0,,7,7.0,Find the prime factorization of 20.
10,264268,53167,49386,88071,1,1,1,103619,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,103619,46303,,2x2x5,0,,1,1.0,Find the prime factorization of 20.
11,264268,53167,49296,87981,1,1,2,4530,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,7883,46303,,5x20,0,,18,18.0,Find the prime factorization of 100.
12,264268,53167,49303,87988,1,1,1,14668,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,14668,46303,,2x3x5,0,,22,22.0,Find the prime factorization of 30.
13,270581,53167,49337,88022,1,1,1,181193,tutor,fill_in_1,6928,11816,155,MasterySection,6928,84.0,Prime Number,22763,73,0,4,181193,46303,,7x2x2,0,,1,1.0,Find the prime factorization of 28.
14,274903,53167,49339,88024,1,0,4,21657,tutor,fill_in_1,6928,12436,12,MasterySection,6928,84.0,Prime Number,43007,2770,1,4,180339,46303,,11 x 11 x 5,0,0.0,1,1.0,Find the prime factorization of 605.
15,274903,53167,49319,88004,1,1,3,5940,tutor,fill_in_1,6928,12436,12,MasterySection,6928,84.0,Prime Number,43007,2770,0,4,16934,46303,,2x2x2,0,,3,3.0,Find the prime factorization of 8.
16,264268,53167,49303,87988,1,1,1,7038,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,7038,46303,,2x3x5,0,,12,12.0,Find the prime factorization of 30.
1,270581,70708,49336,88021,1,0,1,20406,tutor,fill_in_1,6928,11816,155,MasterySection,6928,84.0,Prime Number,22763,73,0,4,20406,46303,,2 x 2 x 5,0,,3,3.0,Find the prime factorization of 20.
2,270581,70708,52143,91467,1,1,1,11048,tutor,fill_in_1,6928,11816,155,MasterySection,6928,84.0,Prime Number,22763,73,0,4,11048,46303,,3x2x2,0,,2,2.0,Find the prime factorization of 12.
3,264268,70708,49316,88001,1,1,1,12967,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,12967,46303,,2x2x5,0,,6,6.0,Find the prime factorization of 20.
4,270581,70708,49337,88022,1,0,1,46085,tutor,fill_in_1,6928,11816,155,MasterySection,6928,84.0,Prime Number,22763,73,0,4,46085,46303,,2 x 2 x 7,0,,1,1.0,Find the prime factorization of 28.
5,277537,70708,49385,88070,1,1,1,12543,tutor,fill_in_1,6928,13241,45,MasterySection,6928,84.0,Prime Number,22763,73,0,4,12543,46303,,2 x 2 x 3,0,,5,5.0,Find the prime factorization of 12.
6,277537,70708,49370,88055,1,0,1,26791,tutor,fill_in_1,6928,13241,45,MasterySection,6928,84.0,Prime Number,22763,73,0,4,26791,46303,,5x3x2,0,,8,8.0,Find the prime factorization of 30.
7,274903,70708,49380,88065,1,1,1,13210,tutor,fill_in_1,6928,12436,12,MasterySection,6928,84.0,Prime Number,43007,2770,0,4,13210,46303,,2x3x5,0,,4,4.0,Find the prime factorization of 30.
8,264268,70708,49385,88070,1,1,1,10875,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,10875,46303,,2 x 2 x 3,0,,3,3.0,Find the prime factorization of 12.
9,277537,70708,49295,87980,1,1,1,15187,tutor,fill_in_1,6928,13241,45,MasterySection,6928,84.0,Prime Number,22763,73,0,4,15187,46303,,2x3x2,0,,9,9.0,Find the prime factorization of 12.
10,277537,70708,49401,88086,1,1,3,17117,tutor,fill_in_1,6928,13241,45,MasterySection,6928,84.0,Prime Number,22763,73,4,4,84286,46303,,7x6,0,1.0,2,2.0,Find the prime factorization of 42.
11,264268,70708,49386,88071,1,0,1,10695,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,10695,46303,,2x2x5,0,,5,5.0,Find the prime factorization of 20.
12,274903,70708,52142,91466,1,1,1,12960,tutor,fill_in_1,6928,12436,12,MasterySection,6928,84.0,Prime Number,43007,2770,0,4,12960,46303,,2x2x2,0,,4,4.0,Find the prime factorization of 8.
13,270581,70708,49394,88079,1,0,1,26998,tutor,fill_in_1,6928,11816,155,MasterySection,6928,84.0,Prime Number,22763,73,0,4,26998,46303,,2x2x2,0,,1,1.0,Find the prime factorization of 8.
14,277537,70708,49402,88087,1,1,1,13422,tutor,fill_in_1,6928,13241,45,MasterySection,6928,84.0,Prime Number,22763,73,0,4,13422,46303,,2 x 2 x 5,0,,6,6.0,Find the prime factorization of 20.
15,270581,70708,49373,88058,1,0,1,7932,tutor,fill_in_1,6928,11816,155,MasterySection,6928,84.0,Prime Number,22763,73,0,4,7932,46303,,5x2x3,0,,3,3.0,Find the prime factorization of 30.
16,274903,70708,49277,87962,1,0,2,28033,tutor,fill_in_1,6928,12436,12,MasterySection,6928,84.0,Prime Number,43007,2770,3,4,168488,46303,,14 x 2,0,0.0,1,1.0,Find the prime factorization of 28.
17,276006,70708,49318,88003,1,1,1,6101,tutor,fill_in_1,6928,13146,23,MasterySection,6928,84.0,Prime Number,59882,5260,0,8,6101,46303,,3x2x2,0,,3,3.0,Find the prime factorization of 12.
18,274903,70708,49360,88045,1,1,1,29688,tutor,fill_in_1,6928,12436,12,MasterySection,6928,84.0,Prime Number,43007,2770,0,4,29688,46303,,3 x 5 x 2,0,,5,5.0,Find the prime factorization of 30.
1,270581,79669,49368,88053,1,0,1,11629,tutor,fill_in_1,6928,11816,155,MasterySection,6928,84.0,Prime Number,22763,73,0,4,11629,46303,,3x2x2,0,,4,4.0,Find the prime factorization of 12.
2,277537,79669,49380,88065,1,1,1,20890,tutor,fill_in_1,6928,13241,45,MasterySection,6928,84.0,Prime Number,22763,73,0,4,20890,46303,,5x2x3,0,,4,4.0,Find the prime factorization of 30.
3,264268,79669,49301,87986,1,1,1,14201,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,14201,46303,,2 x 3 x 7,0,,7,7.0,Find the prime factorization of 42.
4,270581,79669,49358,88043,1,1,1,13754,tutor,fill_in_1,6928,11816,155,MasterySection,6928,84.0,Prime Number,22763,73,0,4,13754,46303,,2x3x2,0,,2,2.0,Find the prime factorization of 12.
5,274903,79669,49374,88059,1,0,1,67540,tutor,fill_in_1,6928,12436,12,MasterySection,6928,84.0,Prime Number,43007,2770,0,4,67540,46303,,2x2x2,0,,1,1.0,Find the prime factorization of 8.
6,277537,79669,49281,87966,1,0,2,31437,tutor,fill_in_1,6928,13241,45,MasterySection,6928,84.0,Prime Number,22763,73,0,4,50078,46303,,2x2x2x7,0,,7,7.0,Find the prime factorization of 56.
7,274496,79669,49403,88088,1,0,2,39848,tutor,fill_in_1,6928,12437,17,MasterySection,6928,84.0,Prime Number,43007,2770,0,4,56874,46303,,10x3,0,,1,1.0,Find the prime factorization of 30.
8,264268,79669,52144,91468,1,0,2,16540,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,34265,46303,,10*2,0,,1,1.0,Find the prime factorization of 20.
9,277537,79669,49282,87967,1,0,1,6331,tutor,fill_in_1,6928,13241,45,MasterySection,6928,84.0,Prime Number,22763,73,0,4,6331,46303,,2x2x5,0,,7,7.0,Find the prime factorization of 20.
10,264268,79669,49382,88067,1,1,1,7848,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,7848,46303,,2x2x5,0,,9,9.0,Find the prime factorization of 20.
11,264268,79669,49301,87986,1,0,1,14201,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,14201,46303,,2 x 3 x 7,0,,7,7.0,Find the prime factorization of 42.
12,277537,79669,49402,88087,1,0,1,13422,tutor,fill_in_1,6928,13241,45,MasterySection,6928,84.0,Prime Number,22763,73,0,4,13422,46303,,2 x 2 x 5,0,,6,6.0,Find the prime factorization of 20.
13,274903,79669,49282,87967,1,1,1,14795,tutor,fill_in_1,6928,12436,12,MasterySection,6928,84.0,Prime Number,43007,2770,0,4,14795,46303,,5x2x2,0,,3,3.0,Find the prime factorization of 20.
14,277537,79669,49359,88044,1,0,1,6221,tutor,fill_in_1,6928,13241,45,MasterySection,6928,84.0,Prime Number,22763,73,0,4,6221,46303,,3x3x2,0,,3,3.0,Find the prime factorization of 18.
15,264268,79669,49372,88057,1,0,1,31986,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,31986,46303,,2x2x5,0,,4,4.0,Find the prime factorization of 20.
16,274496,79669,49393,88078,1,0,1,8603,tutor,fill_in_1,6928,12437,17,MasterySection,6928,84.0,Prime Number,43007,2770,0,4,8603,46303,,2 x 5 x 3,0,,4,4.0,Find the prime factorization of 30.
17,270581,79669,49381,88066,1,0,1,57493,tutor,fill_in_1,6928,11816,155,MasterySection,6928,84.0,Prime Number,22763,73,0,4,57493,46303,,3x7x2,0,,4,4.0,Find the prime factorization of 42.
18,264268,79669,49303,87988,1,1,1,9728,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,9728,46303,,5x3x2,0,,12,12.0,Find the prime factorization of 30.
19,274903,79669,49374,88059,1,0,1,67540,tutor,fill_in_1,6928,12436,12,MasterySection,6928,84.0,Prime Number,43007,2770,0,4,67540,46303,,2x2x2,0,,1,1.0,Find the prime factorization of 8.
20,270581,79669,52142,91466,1,1,1,7735,tutor,fill_in_1,6928,11816,155,MasterySection,6928,84.0,Prime Number,22763,73,0,4,7735,46303,,2 x 2 x 2,0,,4,4.0,Find the prime factorization of 8.
1,264268,81081,49376,88061,1,1,1,9734,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,9734,46303,,2x2x5,0,,25,25.0,Find the prime factorization of 20.
2,264268,81081,49283,87968,1,0,1,14640,tutor,fill_in_1,7750,12237,12,MasterySection,6928,84.0,Prime Number,48181,139,0,4,14640,46303,,2x3x5,0,,20,20.0,Find the prime factorization of 30.
3,274903,81081,49316,88001,1,0,1,9448,tutor,fill_in_1,6928,12436,12,MasterySection,6928,84.0,Prime Number,43007,2770,0,4,9448,46303,,2x2x5,0,,4,4.0,Find the prime factorization of 20.
4,277537,81081,49295,87980,1,1,1,6374,tutor,fill_in_1,6928,13241,45,MasterySection,6928,84.0,Prime Number,22763,73,0,4,6374,46303,,3x2x2,0,,5,5.0,Find the prime factorization of 12.
5,277537,81081,49297,87982,1,0,2,4715,tutor,fill_in_1,6928,13241,45,MasterySection,6928,84.0,Prime Number,22763,73,4,4,21795,46303,,7x7x2,0,1.0,4,4.0,Find the prime factorization of 98.
